Conference	Year	Name	Authors	Citations	Publication	URL
arXiv Programming Languages (cs.PL)	2011	The Language Features and Architecture of B-Prolog	NF Zhou	45	arXiv preprint arXiv:1103.0812	http://scholar.google.com/scholar?oi=bibs&cluster=4458080512350011110&btnI=1&nossl=1&hl=en&oe=ASCII
arXiv Programming Languages (cs.PL)	2014	Monads need not be endofunctors	T Altenkirch, J Chapman, T Uustalu	45	arXiv preprint arXiv:1412.7148	http://scholar.google.com/scholar?oi=bibs&cluster=13476548300034253744&btnI=1&nossl=1&hl=en&oe=ASCII
arXiv Programming Languages (cs.PL)	2012	On Global Types and Multi-Party Session	G Castagna, M Dezani-Ciancaglini, L Padovani	43	arXiv preprint arXiv:1203.0780	http://scholar.google.com/scholar?oi=bibs&cluster=14596312141661086806&btnI=1&nossl=1&hl=en&oe=ASCII
arXiv Programming Languages (cs.PL)	2011	Dependent Types for JavaScript	R Chugh, D Herman, R Jhala	43	arXiv preprint arXiv:1112.4106	http://scholar.google.com/scholar?oi=bibs&cluster=15195193955241364538&btnI=1&nossl=1&hl=en&oe=ASCII
arXiv Programming Languages (cs.PL)	2012	Organizing the Aggregate: Languages for Spatial Computing	J Beal, S Dulman, K Usbeck, M Viroli, N Correll	41	arXiv preprint arXiv:1202.5509	http://scholar.google.com/scholar?oi=bibs&cluster=1195539408949292397&btnI=1&nossl=1&hl=en&oe=ASCII
arXiv Programming Languages (cs.PL)	2011	Building-Blocks for Performance Oriented DSLs	T Rompf, AK Sujeeth, HJ Lee, KJ Brown, H Chafi, M Odersky, K Olukotun	40	arXiv preprint arXiv:1109.0778	http://scholar.google.com/scholar?oi=bibs&cluster=11048185337385714738&btnI=1&nossl=1&hl=en&oe=ASCII
arXiv Programming Languages (cs.PL)	2010	MiniAgda: Integrating Sized and Dependent Types	A Abel	36	arXiv preprint arXiv:1012.4896	http://scholar.google.com/scholar?oi=bibs&cluster=13871220456095646106&btnI=1&nossl=1&hl=en&oe=ASCII
arXiv Programming Languages (cs.PL)	2010	Recovering Grammar Relationships for the Java Language Specification	R Lmmel, V Zaytsev	35	arXiv preprint arXiv:1008.4188	http://scholar.google.com/scholar?oi=bibs&cluster=12704631931079002371&btnI=1&nossl=1&hl=en&oe=ASCII
arXiv Programming Languages (cs.PL)	2010	Test Case Generation for Object-Oriented Imperative Languages in CLP	M Gmez-Zamalloa, E Albert, G Puebla	32	arXiv preprint arXiv:1007.5195	http://scholar.google.com/scholar?oi=bibs&cluster=2142628273750268249&btnI=1&nossl=1&hl=en&oe=ASCII
arXiv Programming Languages (cs.PL)	2010	HMC: Verifying Functional Programs Using Abstract Interpreters	R Jhala, R Majumdar, A Rybalchenko	30	arXiv preprint arXiv:1004.2884	http://scholar.google.com/scholar?oi=bibs&cluster=3924382309543638819&btnI=1&nossl=1&hl=en&oe=ASCII
arXiv Programming Languages (cs.PL)	2010	Catching the Ouroboros: On Debugging Non-ground Answer-Set Programs	J Oetsch, J Phrer, H Tompits	28	arXiv preprint arXiv:1007.4986	http://scholar.google.com/scholar?oi=bibs&cluster=6807228147107558501&btnI=1&nossl=1&hl=en&oe=ASCII
arXiv Programming Languages (cs.PL)	2013	Quipper: A Scalable Quantum Programming Language	AS Green, PLF Lumsdaine, NJ Ross, P Selinger, B Valiron	28	arXiv preprint arXiv:1304.3390	http://scholar.google.com/scholar?oi=bibs&cluster=13262354113725307089&btnI=1&nossl=1&hl=en&oe=ASCII
arXiv Programming Languages (cs.PL)	2012	Introspective Pushdown Analysis of Higher-Order Programs	C Earl, I Sergey, M Might, D Van Horn	27	arXiv preprint arXiv:1207.1813	http://scholar.google.com/scholar?oi=bibs&cluster=16933315668375712568&btnI=1&nossl=1&hl=en&oe=ASCII
Science of Computer Programming	2010	Silver: An extensible attribute grammar system	E Van Wyk, D Bodin, J Gao, L Krishnan	143	Science of Computer Programming 75 (1), 39-54	http://scholar.google.com/scholar?oi=bibs&cluster=7729555652670943179&btnI=1&nossl=1&hl=en&oe=ASCII
Science of Computer Programming	2011	A text-based approach to feature modelling: Syntax and semantics of TVL	A Classen, Q Boucher, P Heymans	110	Science of Computer Programming 76 (12), 1130-1143	http://scholar.google.com/scholar?oi=bibs&cluster=17722135150819150363&btnI=1&nossl=1&hl=en&oe=ASCII
Science of Computer Programming	2014	FeatureIDE: An extensible framework for feature-oriented software development	T Thm, C Kstner, F Benduhn, J Meinicke, G Saake, T Leich	96	Science of Computer Programming 79, 70-85	http://scholar.google.com/scholar?oi=bibs&cluster=4929993044769814427&btnI=1&nossl=1&hl=en&oe=ASCII
Science of Computer Programming	2013	Multi-agent oriented programming with JaCaMo	O Boissier, RH Bordini, JF Hbner, A Ricci, A Santi	82	Science of Computer Programming 78 (6), 747-761	http://scholar.google.com/scholar?oi=bibs&cluster=12055823052925503138&btnI=1&nossl=1&hl=en&oe=ASCII
Science of Computer Programming	2013	FAMILIAR: A domain-specific language for large scale management of feature models	M Acher, P Collet, P Lahire, RB France	60	Science of Computer Programming 78 (6), 657-681	http://scholar.google.com/scholar?oi=bibs&cluster=13589490658094444662&btnI=1&nossl=1&hl=en&oe=ASCII
Science of Computer Programming	2010	A process calculus for Mobile Ad Hoc Networks	A Singh, CR Ramakrishnan, SA Smolka	58	Science of Computer Programming 75 (6), 440-469	http://scholar.google.com/scholar?oi=bibs&cluster=1145368508417550598&btnI=1&nossl=1&hl=en&oe=ASCII
Science of Computer Programming	2012	Automated verification of shape, size and bag properties via user-defined predicates in separation logic	WN Chin, C David, HH Nguyen, S Qin	55	Science of Computer Programming 77 (9), 1006-1036	http://scholar.google.com/scholar?oi=bibs&cluster=3899165615656476720&btnI=1&nossl=1&hl=en&oe=ASCII
Science of Computer Programming	2010	The Small Project Observatory: Visualizing software ecosystems	M Lungu, M Lanza, T Grba, R Robbes	51	Science of Computer Programming 75 (4), 264-275	http://scholar.google.com/scholar?oi=bibs&cluster=18091050573985929172&btnI=1&nossl=1&hl=en&oe=ASCII
Science of Computer Programming	2010	An algebraic foundation for automatic feature-based program synthesis	S Apel, C Lengauer, B Mller, C Kstner	49	Science of Computer Programming 75 (11), 1022-1047	http://scholar.google.com/scholar?oi=bibs&cluster=6946662683587827120&btnI=1&nossl=1&hl=en&oe=ASCII
Science of Computer Programming	2010	Investigating the effort of using business process management technology: Results from a controlled experiment	B Weber, B Mutschler, M Reichert	48	Science of Computer Programming 75 (5), 292-310	http://scholar.google.com/scholar?oi=bibs&cluster=14978106278601670047&btnI=1&nossl=1&hl=en&oe=ASCII
Science of Computer Programming	2011	An open implementation for context-oriented layer composition in ContextJS	J Lincke, M Appeltauer, B Steinert, R Hirschfeld	42	Science of Computer Programming 76 (12), 1194-1209	http://scholar.google.com/scholar?oi=bibs&cluster=1442018057208419434&btnI=1&nossl=1&hl=en&oe=ASCII
Science of Computer Programming	2010	Improving Web Service descriptions for effective service discovery	JM Rodriguez, M Crasso, A Zunino, M Campo	42	Science of Computer Programming 75 (11), 1001-1021	http://scholar.google.com/scholar?oi=bibs&cluster=753256072978132077&btnI=1&nossl=1&hl=en&oe=ASCII
Science of Computer Programming	2014	Metrics and techniques for quantifying performance isolation in cloud environments	R Krebs, C Momm, S Kounev	41	Science of Computer Programming 90, 116-134	http://scholar.google.com/scholar?oi=bibs&cluster=303977281970043935&btnI=1&nossl=1&hl=en&oe=ASCII
Science of Computer Programming	2013	Java in the High Performance Computing arena: Research, practice and experience	GL Taboada, S Ramos, RR Expsito, J Tourio, R Doallo	41	Science of Computer Programming 78 (5), 425-444	http://scholar.google.com/scholar?oi=bibs&cluster=6362609634052016525&btnI=1&nossl=1&hl=en&oe=ASCII
Science of Computer Programming	2011	A state/event-based model-checking approach for the analysis of abstract system properties	MH ter Beek, A Fantechi, S Gnesi, F Mazzanti	34	Science of Computer Programming 76 (2), 119-135	http://scholar.google.com/scholar?oi=bibs&cluster=9701878284719510983&btnI=1&nossl=1&hl=en&oe=ASCII
Science of Computer Programming	2012	A system for compositional verification of asynchronous objects	W Ahrendt, M Dylla	34	Science of Computer Programming 77 (12), 1289-1309	http://scholar.google.com/scholar?oi=bibs&cluster=9128676870810676657&btnI=1&nossl=1&hl=en&oe=ASCII
Science of Computer Programming	2011	A framework for evolution of modelling languages	B Meyers, H Vangheluwe	34	Science of Computer Programming 76 (12), 1223-1246	http://scholar.google.com/scholar?oi=bibs&cluster=13421560652222667711&btnI=1&nossl=1&hl=en&oe=ASCII
Science of Computer Programming	2013	A comparison of identity merge algorithms for software repositories	M Goeminne, T Mens	33	Science of Computer Programming 78 (8), 971-986	http://scholar.google.com/scholar?oi=bibs&cluster=16275690824914981265&btnI=1&nossl=1&hl=en&oe=ASCII
Science of Computer Programming	2010	Multifunctional software systems: Structured modeling and specification of functional requirements	M Broy	32	Science of Computer Programming 75 (12), 1193-1214	http://scholar.google.com/scholar?oi=bibs&cluster=8719208604798405109&btnI=1&nossl=1&hl=en&oe=ASCII
Science of Computer Programming	2010	Decision-making coordination and efficient reasoning techniques for feature-based configuration	M Mendonca, D Cowan	30	Science of Computer Programming 75 (5), 311-332	http://scholar.google.com/scholar?oi=bibs&cluster=2998067857530789762&btnI=1&nossl=1&hl=en&oe=ASCII
Science of Computer Programming	2010	Implementation of a Modelica compiler using JastAdd attribute grammars	J kesson, T Ekman, G Hedin	30	Science of Computer Programming 75 (1), 21-38	http://scholar.google.com/scholar?oi=bibs&cluster=16340202169208558915&btnI=1&nossl=1&hl=en&oe=ASCII
Science of Computer Programming	2011	The transformation of requirements into software primitives: Studying evolvability based on systems theoretic stability	H Mannaert, J Verelst, K Ven	29	Science of Computer Programming 76 (12), 1210-1222	http://scholar.google.com/scholar?oi=bibs&cluster=9451600289450837694&btnI=1&nossl=1&hl=en&oe=ASCII
Science of Computer Programming	2010	Ontology-driven analysis of UML-based collaborative processes using OWL-DL and CPN	M Noguera, MV Hurtado, ML Rodrguez, L Chung, JL Garrido	29	Science of Computer Programming 75 (8), 726-760	http://scholar.google.com/scholar?oi=bibs&cluster=4085453842118851968&btnI=1&nossl=1&hl=en&oe=ASCII
Science of Computer Programming	2012	Access control in feature-oriented programming	S Apel, S Kolesnikov, J Liebig, C Kstner, M Kuhlemann, T Leich	29	Science of Computer Programming 77 (3), 174-187	http://scholar.google.com/scholar?oi=bibs&cluster=13531003223750560312&btnI=1&nossl=1&hl=en&oe=ASCII
Science of Computer Programming	2013	Spanders: Distributed spanning expanders	S Dolev, N Tzachar	29	Science of Computer Programming 78 (5), 544-555	http://scholar.google.com/scholar?oi=bibs&cluster=5949708201492702717&btnI=1&nossl=1&hl=en&oe=ASCII
Science of Computer Programming	2011	Formalisations and applications of BPMN	PYH Wong, J Gibbons	29	Science of Computer Programming 76 (8), 633-650	http://scholar.google.com/scholar?oi=bibs&cluster=14253582093025783895&btnI=1&nossl=1&hl=en&oe=ASCII
Science of Computer Programming	2011	Modeling dynamic reconfigurations in Reo using high-level replacement systems	C Krause, Z Maraikar, A Lazovik, F Arbab	27	Science of Computer Programming 76 (1), 23-36	http://scholar.google.com/scholar?oi=bibs&cluster=601231005973999095&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)	2010	Automated and Scalable T-wise Test Case Generation Strategies for Software Product Lines	G Perrouin, S Sen, J Klein, B Baudry, Y le Traon	128	Software Testing, Verification and Validation (ICST), 2010 Third ...	http://scholar.google.com/scholar?oi=bibs&cluster=14660152413780432655&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)	2011	Experiences of System-Level Model-Based GUI Testing of an Android Application	T Takala, M Katara, J Harty	74	Software Testing, Verification and Validation (ICST), 2011 IEEE Fourth ...	http://scholar.google.com/scholar?oi=bibs&cluster=6144578030279790273&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)	2010	Using Mutation to Automatically Suggest Fixes for Faulty Programs	V Debroy, WE Wong	74	Software Testing, Verification and Validation (ICST), 2010 Third ...	http://scholar.google.com/scholar?oi=bibs&cluster=11099669392750317486&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)	2010	Rex: Symbolic Regular Expression Explorer	M Veanes, P de Halleux, N Tillmann	66	Software Testing, Verification and Validation (ICST), 2010 Third ...	http://scholar.google.com/scholar?oi=bibs&cluster=7793372374344798702&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)	2010	Regression Testing Ajax Applications: Coping with Dynamism	D Roest, A Mesbah, A van Deursen	54	Software Testing, Verification and Validation (ICST), 2010 Third ...	http://scholar.google.com/scholar?oi=bibs&cluster=3847628096961554830&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)	2010	Repairing GUI Test Suites Using a Genetic Algorithm	S Huang, MB Cohen, AM Memon	53	Software Testing, Verification and Validation (ICST), 2010 Third ...	http://scholar.google.com/scholar?oi=bibs&cluster=13612317199741032477&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)	2010	It Does Matter How You Normalise the Branch Distance in Search Based Software Testing	A Arcuri	45	Software Testing, Verification and Validation (ICST), 2010 Third ...	http://scholar.google.com/scholar?oi=bibs&cluster=7508257156427540906&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)	2010	Automated Behavioral Regression Testing	W Jin, A Orso, T Xie	45	Software Testing, Verification and Validation (ICST), 2010 Third ...	http://scholar.google.com/scholar?oi=bibs&cluster=3174621294556910447&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)	2010	TestFul: An Evolutionary Test Approach for Java	L Baresi, PL Lanzi, M Miraz	43	Software Testing, Verification and Validation (ICST), 2010 Third ...	http://scholar.google.com/scholar?oi=bibs&cluster=3522758870773137418&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)	2012	A Tridimensional Approach for Studying the Formal Verification of Model Transformations	M Amrani, L Lcio, G Selim, B Combemale, J Dingel, H Vangheluwe, ...	42	Software Testing, Verification and Validation (ICST), 2012 IEEE Fifth ...	http://scholar.google.com/scholar?oi=bibs&cluster=16858454271869445949&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)	2010	Cleansing Test Suites from Coincidental Correctness to Enhance Fault-Localization	W Masri, RA Assi	42	Software Testing, Verification and Validation (ICST), 2010 Third ...	http://scholar.google.com/scholar?oi=bibs&cluster=11759237005143762387&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)	2010	Automated Test Data Generation on the Analyses of Feature Models: A Metamorphic Testing Approach	S Segura, RM Hierons, D Benavides, A Ruiz-Cortes	40	Software Testing, Verification and Validation (ICST), 2010 Third ...	http://scholar.google.com/scholar?oi=bibs&cluster=4069413522946138010&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)	2010	Towards Automated, Formal Verification of Model Transformations	M Asztalos, L Lengyel, T Levendovszky	40	Software Testing, Verification and Validation (ICST), 2010 Third ...	http://scholar.google.com/scholar?oi=bibs&cluster=8472617198496649385&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)	2012	The Seed is Strong: Seeding Strategies in Search-Based Software Testing	G Fraser, A Arcuri	39	Software Testing, Verification and Validation (ICST), 2012 IEEE Fifth ...	http://scholar.google.com/scholar?oi=bibs&cluster=12247466579258561419&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)	2010	Characterizing the Chain of Evidence for Software Safety Cases: A Conceptual Model Based on the IEC 61508 Standard	RK Panesar-Walawege, M Sabetzadeh, L Briand, T Coq	38	Software Testing, Verification and Validation (ICST), 2010 Third ...	http://scholar.google.com/scholar?oi=bibs&cluster=440191550034222034&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)	2010	Text2Test: Automated Inspection of Natural Language Use Cases	A Sinha, SM Sutton, A Paradkar	36	Software Testing, Verification and Validation (ICST), 2010 Third ...	http://scholar.google.com/scholar?oi=bibs&cluster=4805820584436352992&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)	2011	Finding Software Vulnerabilities by Smart Fuzzing	S Bekrar, C Bekrar, R Groz, L Mounier	34	Software Testing, Verification and Validation (ICST), 2011 IEEE Fourth ...	http://scholar.google.com/scholar?oi=bibs&cluster=18365864603395567770&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)	2010	Searching for a Needle in a Haystack: Predicting Security Vulnerabilities for Windows Vista	T Zimmermann, N Nagappan, L Williams	33	Software Testing, Verification and Validation (ICST), 2010 Third ...	http://scholar.google.com/scholar?oi=bibs&cluster=9062268148695229359&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)	2010	Longer is Better: On the Role of Test Sequence Length in Software Testing	A Arcuri	32	Software Testing, Verification and Validation (ICST), 2010 Third ...	http://scholar.google.com/scholar?oi=bibs&cluster=12970340354949546176&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)	2011	Factors Limiting Industrial Adoption of Test Driven Development: A Systematic Review	A Causevic, D Sundmark, S Punnekkat	30	Software Testing, Verification and Validation (ICST), 2011 IEEE Fourth ...	http://scholar.google.com/scholar?oi=bibs&cluster=17722808488172638635&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)	2010	An Industrial Survey on Contemporary Aspects of Software Testing	A Causevic, D Sundmark, S Punnekkat	30	Software Testing, Verification and Validation (ICST), 2010 Third ...	http://scholar.google.com/scholar?oi=bibs&cluster=3746639379698395820&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)	2011	CRANE: Failure Prediction, Change Analysis and Test Prioritization in Practice--Experiences from Windows	J Czerwonka, R Das, N Nagappan, A Tarvo, A Teterev	29	Software Testing, Verification and Validation (ICST), 2011 IEEE Fourth ...	http://scholar.google.com/scholar?oi=bibs&cluster=179152463227312263&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)	2012	AutoBlackTest: Automatic Black-Box Testing of Interactive Applications	L Mariani, M Pezz, O Riganelli, M Santoro	29	Software Testing, Verification and Validation (ICST), 2012 IEEE Fifth ...	http://scholar.google.com/scholar?oi=bibs&cluster=5848742299770566004&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)	2010	Online Testing Framework for Web Services	TD Cao, P Felix, R Castanet, I Berrada	29	Software Testing, Verification and Validation (ICST), 2010 Third ...	http://scholar.google.com/scholar?oi=bibs&cluster=17591234553279719250&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)	2010	Verified Firewall Policy Transformations for Test Case Generation	AD Brucker, L Brugger, P Kearney, B Wolff	28	Software Testing, Verification and Validation (ICST), 2010 Third ...	http://scholar.google.com/scholar?oi=bibs&cluster=18137158810869695919&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)	2011	Empirical Investigation of the Effects of Test Suite Properties on Similarity-Based Test Case Selection	H Hemmati, A Arcuri, L Briand	27	Software Testing, Verification and Validation (ICST), 2011 IEEE Fourth ...	http://scholar.google.com/scholar?oi=bibs&cluster=2732516213449752371&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)	2012	Search-Based Test Input Generation for String Data Types Using the Results of Web Queries	P McMinn, M Shahbaz, M Stevenson	27	Software Testing, Verification and Validation (ICST), 2012 IEEE Fifth ...	http://scholar.google.com/scholar?oi=bibs&cluster=4998143129042647329&btnI=1&nossl=1&hl=en&oe=ASCII
Mining Software Repositories	2010	An extensive comparison of bug prediction approaches	M D'Ambros, M Lanza, R Robbes	143	Mining Software Repositories (MSR), 2010 7th IEEE Working Conference on, 31-41	http://scholar.google.com/scholar?oi=bibs&cluster=5189630131832627593&btnI=1&nossl=1&hl=en&oe=ASCII
Mining Software Repositories	2011	Retrieval from software libraries for bug localization: a comparative study of generic and composite text models	S Rao, A Kak	81	Proceedings of the 8th Working Conference on Mining Software Repositories, 43-52	http://scholar.google.com/scholar?oi=bibs&cluster=8697293158863106228&btnI=1&nossl=1&hl=en&oe=ASCII
Mining Software Repositories	2010	Predicting the severity of a reported bug	A Lamkanfi, S Demeyer, E Giger, B Goethals	79	Mining Software Repositories (MSR), 2010 7th IEEE Working Conference on, 1-10	http://scholar.google.com/scholar?oi=bibs&cluster=1838593840555724801&btnI=1&nossl=1&hl=en&oe=ASCII
Mining Software Repositories	2010	Clones: What is that smell?	F Rahman, C Bird, P Devanbu	74	Mining Software Repositories (MSR), 2010 7th IEEE Working Conference on, 72-81	http://scholar.google.com/scholar?oi=bibs&cluster=16305317013407348425&btnI=1&nossl=1&hl=en&oe=ASCII
Mining Software Repositories	2011	Software bertillonage: finding the provenance of an entity	J Davies, DM German, MW Godfrey, A Hindle	64	Proceedings of the 8th Working Conference on Mining Software Repositories ...	http://scholar.google.com/scholar?oi=bibs&cluster=15769779936823412577&btnI=1&nossl=1&hl=en&oe=ASCII
Mining Software Repositories	2010	Identifying security bug reports via text mining: An industrial case study	M Gegick, P Rotella, T Xie	58	Mining Software Repositories (MSR), 2010 7th IEEE Working Conference on, 11-20	http://scholar.google.com/scholar?oi=bibs&cluster=9146769969852515290&btnI=1&nossl=1&hl=en&oe=ASCII
Mining Software Repositories	2013	The GHTorent dataset and tool suite	G Gousios	57	Proceedings of the 10th Working Conference on Mining Software Repositories ...	http://scholar.google.com/scholar?oi=bibs&cluster=11132126230347149781&btnI=1&nossl=1&hl=en&oe=ASCII
Mining Software Repositories	2012	App store mining and analysis: MSR for app stores	M Harman, Y Jia, Y Zhang	55	Proceedings of the 9th IEEE Working Conference on Mining Software ...	http://scholar.google.com/scholar?oi=bibs&cluster=2137080331567097683&btnI=1&nossl=1&hl=en&oe=ASCII
Mining Software Repositories	2011	Comparing fine-grained source code changes and code churn for bug prediction	E Giger, M Pinzger, HC Gall	52	Proceedings of the 8th Working Conference on Mining Software Repositories, 83-92	http://scholar.google.com/scholar?oi=bibs&cluster=12595490240882783273&btnI=1&nossl=1&hl=en&oe=ASCII
Mining Software Repositories	2011	Modeling the evolution of topics in source code histories	SW Thomas, B Adams, AE Hassan, D Blostein	48	Proceedings of the 8th Working Conference on Mining Software Repositories ...	http://scholar.google.com/scholar?oi=bibs&cluster=8896875466808670117&btnI=1&nossl=1&hl=en&oe=ASCII
Mining Software Repositories	2012	Do faster releases improve software quality? An empirical case study of Mozilla Firefox	F Khomh, T Dhaliwal, Y Zou, B Adams	43	Mining Software Repositories (MSR), 2012 9th IEEE Working Conference on, 179-188	http://scholar.google.com/scholar?oi=bibs&cluster=9869785540505180953&btnI=1&nossl=1&hl=en&oe=ASCII
Mining Software Repositories	2010	Do stack traces help developers fix bugs?	A Schroter, N Bettenburg, R Premraj	42	Mining Software Repositories (MSR), 2010 7th IEEE Working Conference on, 118-121	http://scholar.google.com/scholar?oi=bibs&cluster=5576782873573989113&btnI=1&nossl=1&hl=en&oe=ASCII
Mining Software Repositories	2011	Security versus performance bugs: a case study on Firefox	S Zaman, B Adams, AE Hassan	41	Proceedings of the 8th Working Conference on Mining Software Repositories ...	http://scholar.google.com/scholar?oi=bibs&cluster=13582284538641002454&btnI=1&nossl=1&hl=en&oe=ASCII
Mining Software Repositories	2012	Think locally, act globally: improving defect and effort prediction models	N Bettenburg, M Nagappan, AE Hassan	39	Proceedings of the 9th IEEE Working Conference on Mining Software ...	http://scholar.google.com/scholar?oi=bibs&cluster=9789188900488982746&btnI=1&nossl=1&hl=en&oe=ASCII
Mining Software Repositories	2013	The impact of tangled code changes	K Herzig, A Zeller	39	Mining Software Repositories (MSR), 2013 10th IEEE Working Conference on ...	http://scholar.google.com/scholar?oi=bibs&cluster=14620731669459487343&btnI=1&nossl=1&hl=en&oe=ASCII
Mining Software Repositories	2011	Automated topic naming to support cross-project analysis of software maintenance activities	A Hindle, NA Ernst, MW Godfrey, J Mylopoulos	33	Proceedings of the 8th Working Conference on Mining Software Repositories ...	http://scholar.google.com/scholar?oi=bibs&cluster=1092587425711706522&btnI=1&nossl=1&hl=en&oe=ASCII
Mining Software Repositories	2011	Finding software license violations through binary code clone detection	A Hemel, KT Kalleberg, R Vermaas, E Dolstra	33	Proceedings of the 8th Working Conference on Mining Software Repositories, 63-72	http://scholar.google.com/scholar?oi=bibs&cluster=15273147598108952372&btnI=1&nossl=1&hl=en&oe=ASCII
Mining Software Repositories	2010	Replicating MSR: A study of the potential replicability of papers published in the Mining Software Repositories proceedings	G Robles	32	Mining Software Repositories (MSR), 2010 7th IEEE Working Conference on, 171-180	http://scholar.google.com/scholar?oi=bibs&cluster=13510596766124019218&btnI=1&nossl=1&hl=en&oe=ASCII
Mining Software Repositories	2011	How developers use the dynamic features of programming languages: the case of smalltalk	O Calla, R Robbes,  Tanter, D Rthlisberger	32	Proceedings of the 8th Working Conference on Mining Software Repositories, 23-32	http://scholar.google.com/scholar?oi=bibs&cluster=2153475359460410810&btnI=1&nossl=1&hl=en&oe=ASCII
Mining Software Repositories	2011	Do time of day and developer experience affect commit bugginess?	J Eyolfson, L Tan, P Lam	32	Proceedings of the 8th Working Conference on Mining Software Repositories ...	http://scholar.google.com/scholar?oi=bibs&cluster=18081173747744452452&btnI=1&nossl=1&hl=en&oe=ASCII
Mining Software Repositories	2012	GHTorrent: Github's data from a firehose	G Gousios, D Spinellis	31	Mining Software Repositories (MSR), 2012 9th IEEE Working Conference on, 12-21	http://scholar.google.com/scholar?oi=bibs&cluster=9159843476657694384&btnI=1&nossl=1&hl=en&oe=ASCII
Mining Software Repositories	2011	Java generics adoption: how new features are introduced, championed, or ignored	C Parnin, C Bird, E Murphy-Hill	29	Proceedings of the 8th Working Conference on Mining Software Repositories, 3-12	http://scholar.google.com/scholar?oi=bibs&cluster=16236785529670371799&btnI=1&nossl=1&hl=en&oe=ASCII
Mining Software Repositories	2013	Communication in open source software development mailing lists	A Guzzi, A Bacchelli, M Lanza, M Pinzger, A Deursen	29	Proceedings of the 10th Working Conference on Mining Software Repositories ...	http://scholar.google.com/scholar?oi=bibs&cluster=2810837243684334623&btnI=1&nossl=1&hl=en&oe=ASCII
Mining Software Repositories	2010	Automated dependency resolution for open source software	J Ossher, S Bajracharya, C Lopes	29	Mining Software Repositories (MSR), 2010 7th IEEE Working Conference on, 130-140	http://scholar.google.com/scholar?oi=bibs&cluster=11619870912112017836&btnI=1&nossl=1&hl=en&oe=ASCII
Mining Software Repositories	2013	Tag recommendation in software information sites	X Xia, D Lo, X Wang, B Zhou	29	Proceedings of the 10th Working Conference on Mining Software Repositories ...	http://scholar.google.com/scholar?oi=bibs&cluster=11745805545208286520&btnI=1&nossl=1&hl=en&oe=ASCII
